data,Libya,Sebha_idp,Aljufra_idp,Aljufra_non_displaced,Tripoli_idp,Wadi Ashshati_non_displaced,Wadi Ashshati_idp,Aljfara_non_displaced,Sebha_non_displaced,Tripoli_non_displaced,Aljfara_idp,Ejdabia_non_displaced,Tripoli_returnee,Alkufra_idp,Sirt_non_displaced,Ghat_non_displaced,Al Jabal Al Gharbi_non_displaced,Derna_returnee,Azzawya_non_displaced,Zwara_non_displaced,Ejdabia_idp,Alkufra_non_displaced,Al Jabal Al Gharbi_idp,Sirt_returnee,Sirt_idp,Murzuq_non_displaced,Sebha_returnee,Misrata_non_displaced,Misrata_idp,Ghat_idp,Zwara_idp,Murzuq_idp,Al Jabal Al Gharbi_returnee,Alkufra_returnee,Benghazi_returnee,Benghazi_idp,Derna_non_displaced,Benghazi_non_displaced,Azzawya_idp,Aljfara_returnee,Derna_idp,Murzuq_returnee,Azzawya_returnee,Ubari_non_displaced,Ubari_idp,Zwara_returnee,Ghat_returnee,Misrata_returnee,Wadi Ashshati_returnee,Ubari_returnee,Ejdabia_returnee
Average,2.07617312464389,2.10679611650485,2.96,3.01801801801802,2.21621621621622,2.24528301886792,3.07142857142857,1.67741935483871,2.64130434782609,1.95402298850575,1.31666666666667,2.44444444444444,1.91071428571429,2,2.94444444444444,1.68235294117647,2.05405405405405,1.52380952380952,2.18446601941748,2.61855670103093,2.55434782608696,2.00943396226415,1.96153846153846,2.88495575221239,2.26315789473684,2.61797752808989,2.52439024390244,1.76190476190476,1.68269230769231,2.16981132075472,2.22619047619048,1.97368421052632,2.53398058252427,2.24074074074074,1.7319587628866,1.33333333333333,2.38888888888889,1.85714285714286,2.08163265306122,1.66666666666667,3,2.78260869565217,1.93617021276596,2.63106796116505,2.0958904109589,2.90123456790123,2.05882352941176,2.73684210526316,3.15151515151515,2.11111111111111,2.49122807017544
nb_over18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,3.08318558259829,4.05825242718447,2.62666666666667,2.75675675675676,2.94594594594595,4.0188679245283,3.14285714285714,2.83870967741935,4.75,2.95402298850575,3.5,3.48611111111111,2.89285714285714,2.64406779661017,2.46666666666667,3.91764705882353,3.03603603603604,2.52380952380952,2.7378640776699,2.79381443298969,3.10869565217391,3.66037735849057,2.75961538461538,2.33628318584071,2.66315789473684,2.82022471910112,3.90243902439024,3.23809523809524,2.97115384615385,3.05660377358491,2.77380952380952,3.13157894736842,2.85436893203884,3.68518518518519,3.28865979381443,3.35897435897436,2.43055555555556,3.41666666666667,2.73469387755102,3.70833333333333,2.65277777777778,3.04347826086957,2.95744680851064,3.51456310679612,3.23287671232877,2.98765432098765,3.11764705882353,4.57894736842105,3.12121212121212,2.68253968253968,3.12280701754386
school_aged_girls,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.618060562317904,0.854368932038835,1.06666666666667,0.783783783783784,0.540540540540541,0.773584905660377,0.880952380952381,0.435483870967742,0.815217391304348,0.574712643678161,0.433333333333333,0.847222222222222,0.642857142857143,0.525423728813559,1,0.505882352941176,0.603603603603604,0.39047619047619,0.679611650485437,0.88659793814433,0.793478260869565,0.849056603773585,0.557692307692308,0.867256637168142,0.8,0.966292134831461,0.780487804878049,0.342857142857143,0.375,0.707547169811321,0.845238095238095,0.763157894736842,0.631067961165049,0.833333333333333,0.402061855670103,0.371794871794872,0.708333333333333,0.619047619047619,0.693877551020408,0.708333333333333,1.05555555555556,1.08695652173913,1.06382978723404,0.669902912621359,0.63013698630137,0.901234567901235,0.441176470588235,1,0.909090909090909,0.53968253968254,0.842105263157895
Is your household currently hosting any individuals that have been displaced from another baladiya?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
No,96,90,100,100,91,100,100,89,88,95,98,99,96,98,98,100,96,99,99,95,100,90,97,99,100,75,94,98,91,100,98,76,93,94,99,97,97,99,98,92,99,83,98,86,93,96,97,100,97,95,100
Yes,4,10,0,0,9,0,0,11,12,5,2,1,4,2,2,0,4,1,1,5,0,10,3,1,0,25,6,2,9,0,2,24,7,6,1,3,3,1,2,8,1,17,2,14,7,4,3,0,3,5,0
How many? ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,3.89846804283148,3.7,,,3,,,3,4.63636363636364,5.25,2,2,4.25,3,4,,3.5,1,5,3.4,,4.45454545454545,5.66666666666667,3,,4.13636363636364,5,3.5,3.77777777777778,,3.5,3.33333333333333,2.57142857142857,3.66666666666667,2,2.5,3.5,4,2.5,2,1,3.75,2,3.28571428571429,2.4,3.66666666666667,2.5,,5,4,
How many of these hosted persons are under 18?,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.737664777211034,1,,,0.428571428571429,,,0.428571428571429,2.18181818181818,0.5,0,0,1.5,1,0.5,,1.25,0,2,1.2,,1.72727272727273,1,1,,0.636363636363636,2.4,0.5,0.666666666666667,,0.5,1,0.571428571428571,1.66666666666667,0,1,1.5,0,0,0,0,0,0,1.21428571428571,0.8,1.66666666666667,0.5,,3,2,
1. Male infants (aged 0-5 years),"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.300379212380589,0.166666666666667,,,0.333333333333333,,,0.5,0,0,,,1,1,0,,0.5,,0,0.4,,0,1,0,,0.333333333333333,0,1,0.2,,1,1,1,0,,0,0,,,,,,,0.125,0,0,1,,1,0,
2. Male children (aged 6-14 years),"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.256958046958676,0,,,0.333333333333333,,,0.5,0.1,0,,,0.666666666666667,0,0,,0.5,,1,0.4,,0,0,0,,0,0,0,0.2,,0,1,0,0,,2,0,,,,,,,0.125,0,0,0,,1,0,
3. Male youths (aged 15-17 years),"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.136481672473113,0,,,0,,,0,0,0,,,0,0,0,,0.5,,1,0,,0,0,0,,0,0,0,0.2,,0,0,0,0,,0,0,,,,,,,0,0,0,0,,0,0,
4. Female infants (aged 0-5 years),"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.224842003300696,0,,,0,,,0.5,0,0,,,0.333333333333333,0,0,,0,,0,0,,0,2,1,,0,0,0,0,,0,0,0.333333333333333,0,,0,3,,,,,,,0.25,0,0,0,,0,0,
5. Female children (aged 6-14 years),"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.338574921956608,0,,,0,,,0,0.1,1,,,0,0,0,,0.5,,0,0.2,,0.111111111111111,0,0,,0.333333333333333,0,0,0,,0,0.333333333333333,0,0,,0,0,,,,,,,0.125,0,0,0,,1,0,
6. Female youths (aged 15-17 years),"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.267243160619751,0,,,0,,,0,0,1,,,0,0,0,,0,,0,0,,0,0,0,,0,0,0,0,,0,0.666666666666667,0,0,,0,0,,,,,,,0,0,0,0,,0,0,
seperated_children_calc,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,1.52447901768943,0.166666666666667,,,0.666666666666667,,,1.5,0.2,2,,,2,1,0,,2,,2,1,,0.111111111111111,3,1,,0.666666666666667,0,1,0.6,,1,3,1.33333333333333,0,,2,3,,,,,,,0.625,0,0,1,,3,0,
1. Male infants (aged 0-5 years),"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.0415323333793518,0,,,0,,,0,0,0,,,0,0,0,,0.5,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,,,,,,0,0,0.5,0,,0,0,
2. Male children (aged 6-14 years),"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.00364628590454689,0,,,0,,,0,0,0,,,0,0,0,,0,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,,,,,,0,0,1,0,,0,0,
3. Male youths (aged 15-17 years),"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0,0,,,0,,,0,0,0,,,0,0,0,,0,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,,,,,,0,0,0,0,,0,0,
4. Female infants (aged 0-5 years),"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.00364628590454689,0,,,0,,,0,0,0,,,0,0,0,,0,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,,,,,,0,0,1,0,,0,0,
5. Female children (aged 6-14 years),"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0,0,,,0,,,0,0,0,,,0,0,0,,0,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,,,,,,0,0,0,0,,0,0,
6. Female youths (aged 15-17 years),"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0,0,,,0,,,0,0,0,,,0,0,0,,0,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,,,,,,0,0,0,0,,0,0,
unaccompanied_children_calc,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,0.0488249051884456,0,,,0,,,0,0,0,,,0,0,0,,0.5,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,,,,,,0,0,2.5,0,,0,0,
minors_displaced_calc,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,1.57330392287788,0.166666666666667,,,0.666666666666667,,,1.5,0.2,2,,,2,1,0,,2.5,,2,1,,0.111111111111111,3,1,,0.666666666666667,0,1,0.6,,1,3,1.33333333333333,0,,2,3,,,,,,,0.625,0,2.5,1,,3,0,
"1. Cereals, grains, and tubers (including wheat bread, pasta, rice, couscous, potatoes, etc.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,5.88555829325028,6.63106796116505,6.85333333333333,6.91891891891892,6.81081081081081,5.92452830188679,5.80952380952381,6.35483870967742,6.82608695652174,6.89655172413793,6.28333333333333,6.70833333333333,6.89285714285714,5.86440677966102,5.73333333333333,6.76470588235294,6.02702702702703,6.04761904761905,5.07766990291262,5.16494845360825,6.07608695652174,6.52830188679245,5.75,5.48672566371681,5.57894736842105,5.89887640449438,6.84146341463415,5.40952380952381,4.70192307692308,6.80188679245283,4.61904761904762,5.60526315789474,5.59223300970874,6.25925925925926,5.2680412371134,5.32051282051282,4.88888888888889,5.20238095238095,5.09183673469388,6.83333333333333,5.01388888888889,6.78260869565217,4.68085106382979,6.60194174757282,5.64383561643836,5.65432098765432,5.51470588235294,6.57894736842105,5.96969696969697,4.77777777777778,6.66666666666667
"2. Legumes and nuts (including beans, chickpeas, peas, nuts, etc.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,4.44358944637298,3.46601941747573,3.22666666666667,3.35135135135135,6.2027027027027,3.73584905660377,3.47619047619048,4.14516129032258,3.85869565217391,5.95402298850575,3.45,5.30555555555556,6.40178571428571,5.15254237288136,4.06666666666667,4.38823529411765,4.40540540540541,4.82857142857143,4.11650485436893,3.71134020618557,5.16304347826087,3.23584905660377,3.55769230769231,4.65486725663717,3.63157894736842,4.10112359550562,3.91463414634146,4.32380952380952,3.84615384615385,2.63207547169811,3.6547619047619,3.42105263157895,4.85436893203883,3.98148148148148,3.65979381443299,3.70512820512821,4.47222222222222,3.45238095238095,4.51020408163265,3.54166666666667,4.52777777777778,3.47826086956522,4.38297872340426,3.15533980582524,4.42465753424658,4.14814814814815,3.17647058823529,5.26315789473684,4.09090909090909,2.79365079365079,4.82456140350877
"3. Milk and dairy products (including milk, cheese, sour cream, yoghurt, etc.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,5.49319874116599,4.98058252427184,1.24,1.4954954954955,6.21621621621622,6.07547169811321,5.28571428571429,6.01612903225806,5.90217391304348,6.37931034482759,6.1,5.97222222222222,6.51785714285714,5.47457627118644,5.44444444444444,4.64705882352941,5.5045045045045,6.15238095238095,5.28155339805825,3.72164948453608,5.83695652173913,5.54716981132075,4.92307692307692,5.3716814159292,5.6,5.58426966292135,5.5609756097561,4.79047619047619,3.98076923076923,4.82075471698113,4.03571428571429,4.89473684210526,5.86407766990291,6.01851851851852,4.88659793814433,5.73076923076923,6.77777777777778,5.5,5.60204081632653,6.875,6.5,5.47826086956522,5.21276595744681,4.81553398058252,4.83561643835616,3.92592592592593,4.41176470588235,5.89473684210526,6.63636363636364,3.82539682539683,6.49122807017544
"4. Eggs, meat, fish (including beef, chicken, lamb, canned fish, fresh fish, etc.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,4.7599044523539,4.06796116504854,0.32,0.252252252252252,5.47297297297297,4.9622641509434,3.5952380952381,5.41935483870968,5.25,5.50574712643678,5.45,4.72222222222222,6.38392857142857,5.08474576271186,4.3,4.25882352941176,5.55855855855856,5.05714285714286,4.28155339805825,3.76288659793814,4.32608695652174,5.5,4.22115384615385,4.11504424778761,3.67368421052632,5.0561797752809,4.57317073170732,4.79047619047619,4.17307692307692,3.42452830188679,4.10714285714286,4.05263157894737,5.68932038834951,6.12962962962963,3.83505154639175,3.91025641025641,6.05555555555556,3.95238095238095,4.22448979591837,5.75,6.43055555555556,5.47826086956522,3.8936170212766,4.27184466019417,4.63013698630137,3.61728395061728,3.11764705882353,4.21052631578947,4.78787878787879,2.65079365079365,5.14035087719298
"5. Vegetables and leaves (including onions, lettuce, tomatoes, cucumbers, red peppers, spinach, etc.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,5.90022729876888,6.12621359223301,6.90666666666667,6.89189189189189,6.89189189189189,5.35849056603774,4.57142857142857,6,6.30434782608696,6.82758620689655,6.11666666666667,6.56944444444444,6.77678571428571,5.83050847457627,5.77777777777778,5.75294117647059,5.54954954954955,6.53333333333333,4.64077669902913,4.85567010309278,6.85869565217391,5.82075471698113,5.13461538461539,5.48672566371681,5.55789473684211,5.10112359550562,6.09756097560976,5.60952380952381,5.35576923076923,5.73584905660377,5.16666666666667,5.47368421052632,5.40776699029126,6.5,6.10309278350515,5.66666666666667,6.09722222222222,5.90476190476191,4.85714285714286,6.33333333333333,5.72222222222222,5.1304347826087,4.46808510638298,5.87378640776699,5.43835616438356,5.19753086419753,4.33823529411765,5.47368421052632,5.09090909090909,4.50793650793651,7
"6. Fruits (including bananas, apples, cherries, dates, lemons, apricots, pears, etc.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,3.34743397909319,2.59223300970874,0.0266666666666667,0.0990990990990991,4.55405405405405,3.11320754716981,1.45238095238095,3.54838709677419,3.84782608695652,4.82758620689655,3.76666666666667,3.15277777777778,5.8125,4.35593220338983,3.03333333333333,1.18823529411765,3.03603603603604,2.74285714285714,2.44660194174757,2.16494845360825,3.02173913043478,3.22641509433962,2.77884615384615,3.2212389380531,2.29473684210526,1.60674157303371,2.80487804878049,3.52380952380952,2.83653846153846,0.69811320754717,2.13095238095238,1.5,3.53398058252427,3.51851851851852,2.72164948453608,2.69230769230769,2.43055555555556,3.20238095238095,2.22448979591837,3.33333333333333,2.54166666666667,1.30434782608696,1.40425531914894,3.02912621359223,1.02739726027397,2.01234567901235,1.22058823529412,3.57894736842105,2.63636363636364,0.920634920634921,3.21052631578947
"7. Oil and fat (including vegetable oil, butter, margarine, lard, etc.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,5.84060126593718,6.3495145631068,6.8,6.86486486486486,6.83783783783784,6.26415094339623,6.42857142857143,6.14516129032258,6.44565217391304,6.80459770114942,6.13333333333333,6.04166666666667,6.57142857142857,5.6271186440678,4.61111111111111,3.97647058823529,5.9009009009009,6.45714285714286,5.2621359223301,5.41237113402062,6.82608695652174,5.16981132075472,5.72115384615385,4.34513274336283,4.14736842105263,5.84269662921348,6.3780487804878,5.46666666666667,4.57692307692308,3.74528301886792,4.79761904761905,5.34210526315789,4.96116504854369,6.35185185185185,5.04123711340206,5.73076923076923,6.86111111111111,5.21428571428571,5.06122448979592,6.5,6.70833333333333,6.30434782608696,4.85106382978723,5.15533980582524,5.21917808219178,6.5679012345679,2.75,4.94736842105263,6.93939393939394,4.79365079365079,7
"8. Sugar and sweets (including sugar, honey, jam, cakes, cookies, sweets, sugary drinks, etc.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,5.014531248946,5.57281553398058,0.333333333333333,0.306306306306306,6.5,3.73584905660377,2.78571428571429,5.53225806451613,5.94565217391304,6.37931034482759,5.56666666666667,5.72222222222222,6.44642857142857,5.40677966101695,3.81111111111111,3.94117647058824,4.30630630630631,6.36190476190476,4.81553398058252,3.14432989690722,6.75,5.60377358490566,5.02884615384615,3.89380530973451,2.83157894736842,5.59550561797753,5.47560975609756,5.77142857142857,4.90384615384615,2.67924528301887,3.89285714285714,4.86842105263158,4.78640776699029,6.42592592592593,3.61855670103093,4.43589743589744,6.69444444444444,3.83333333333333,4.98979591836735,6.25,6.79166666666667,6.52173913043478,4.8936170212766,3.33980582524272,4.08219178082192,2.75308641975309,2.75,4.84210526315789,3.15151515151515,2.82539682539683,7
"9. Condiments and spices (including garlic, tomato paste, and small quantities of items from other food groups)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Average,6.18609788505987,6.80582524271845,6.88,6.91891891891892,6.91891891891892,6.37735849056604,6.45238095238095,6.2741935483871,6.85869565217391,6.89655172413793,6.25,6.52777777777778,6.82142857142857,5.40677966101695,5.47777777777778,4.63529411764706,6.32432432432432,6.71428571428571,5.36893203883495,5.94845360824742,6.73913043478261,5.26415094339623,5.875,5.41592920353982,5.48421052631579,6.03370786516854,6.89024390243902,5.06666666666667,4.53846153846154,4.97169811320755,5.69047619047619,5.65789473684211,5.86407766990291,6.27777777777778,6.43298969072165,6.46153846153846,6.875,6.28571428571429,5.11224489795918,6.875,6.91666666666667,6.17391304347826,4.76595744680851,5.93203883495146,5.34246575342466,6.66666666666667,4.39705882352941,3.94736842105263,6.84848484848485,5.06349206349206,6.96491228070175
